Seller,Vendor,NameTag,softwareTag,roleTag,stackTag,groupTag,projectTag,aws:cloudformation:stack-idTag,aws:cloudformation:stack-nameTag,aws:cloudformation:logical-idTag,aws:autoscaling:groupNameTag,Hosting TypeCategory,PortfolioAccountGroupValue,ClosingMonthAccountGroupValue,DescriptionAccountGroupValue,ProductAccountGroupValue,Product OwnerAccountGroupValue,AvailabilityZone,ClockSpeed,ContainerClusterName,ContainerNamespace,CurrencyCode,ItemDescription,LeaseType,Location,NormalizedInstanceType,OperatingSystem,Operation,ProductCode,ProductName,ProviderUnitOfMeasure,Region,SavingsPlanOfferingType,SavingsPlanPaymentOption,SavingsPlanPurchaseTerm,TaxType,NormalizedTransactionType,UsageFamily,UsageQuantityUnit,UsageType,VolumeType,AdjustedAmortizedCost,AdjustedCost,AmortizedCostAdjustment,BlendedCost,BlendedRate,Cost,CostAdjustment,CostGbMonths,GrossCost,NetUnblendedCost,NormalizationFactor,NormalizedAmortizedCost,NormalizedUsageAmount,NormalizedUsageQuantity,OnDemandUsageHours,PublicOnDemandCost,Rate,ReservationNetEffectiveCost,SavingsPlanNetEffectiveCost,UnBlendedCost,UnBlendedRate,UsageHours,UsageQuantity
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Tokyo),On-Demand,EU (Ireland),,,ReadACL,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-APN1-AWS-Out-Bytes,,2.59E-06,2.59E-06,0,2.59E-06,0.02,2.59E-06,0,0,2.59E-06,0,0,2.59E-06,0,1.29E-04,0,2.59E-06,0.02,0,0,2.59E-06,0.02,0,1.29E-04
Amazon,Amazon,,,,prod,customerpromise,sppd,,,,,IaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,Mar-22,Unused by customer promise team,Order Management,Steve Almashoor,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Osaka),On-Demand,EU (Ireland),,,ReadACL,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-APN3-AWS-Out-Bytes,,3.27E-08,3.27E-08,0,3.27E-08,0.02,3.27E-08,0,0,3.27E-08,0,0,3.27E-08,0,1.63E-06,0,3.27E-08,0.02,0,0,3.27E-08,0.02,0,1.63E-06
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketPublicAccessBlock,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,8.10E-07,8.10E-07,0,5.84E-07,0.06485865,8.10E-07,0,0,8.10E-07,0,0,8.10E-07,0,9.00E-06,0,8.10E-07,0.09,0,0,8.10E-07,0.09,0,9.00E-06
Amazon,Amazon,,,,,,,,,,,IaaS,,,,,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadLocation,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,7.04E-06,7.04E-06,0,5.07E-06,0.06485865,7.04E-06,0,0,7.04E-06,0,0,7.04E-06,0,7.82E-05,0,7.04E-06,0.09,0,0,7.04E-06,0.09,0,7.82E-05
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,HeadBucket,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-04,0,0,0,0,0,0,0,0,1.42E-04
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,shopping-cfto-st-ctrlm-client,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,prod,customerpromise,sppd,,,,,IaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketPolicyStatus,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,7.14E-08,7.14E-08,0,5.16E-08,0.06485865,7.14E-08,0,0,7.14E-08,0,0,7.14E-08,0,7.93E-07,0,7.14E-08,0.09,0,0,7.14E-08,0.09,0,7.93E-07
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,kibana-elb prod 0.15.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,LoadBalancing,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,7.38E-04,7.38E-04,0,5.32E-04,0.06485865,7.38E-04,0,0,7.38E-04,0,0,7.38E-04,0,0.008205538,0,7.38E-04,0.09,0,0,7.38E-04,0.09,0,0.008205538
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,production-product-catalog,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,On-Demand,EU (Ireland),,,PublicIP-In,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Regional-Bytes,,0.101377553,0.101377553,0,0.10130308,0.009992654,0.101377553,0,0,0.101377553,0,0,0.101377553,0,10.13775533,0,0.101377553,0.01,0,0,0.101377553,0.01,0,10.13775533
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,Findings generated by Security Hub security checks are always free,On-Demand,EU (Ireland),,,NoOperation,AWSSecurityHub,AWS Security Hub,Finding Ingestion Events,eu-west-1,,,,,Usage,Security,Unknown,EU-SecurityHubProduct:FreeFindingsIngestion,,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,1016
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.05 per 10000 API Requests,On-Demand,EU (London),,,ListSecrets,AWSSecretsManager,AWS Secrets Manager,API Requests,eu-west-2,,,,,Usage,Security,Unknown,EUW2-AWSSecretsManagerAPIRequest,,9.00E-05,9.00E-05,0,9.00E-05,5.00E-06,9.00E-05,0,0,9.00E-05,0,0,9.00E-05,0,18,0,9.00E-05,5.00E-06,0,0,9.00E-05,5.00E-06,0,18
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.40 per 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Redundant account for switching between accounts,,,,,,,USD,$0.00 per request - Monthly Global Free Tier for KMS requests,On-Demand,Asia Pacific (Tokyo),,,ListKeys,awskms,AWS Key Management Service,Requests,ap-northeast-1,,,,,Usage,API Request,Requests,ap-northeast-1-KMS-Requests,,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35
Amazon,Amazon,sap-message-persister-elb perf 0.88.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USE1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88E-06,0,0,0,0,0,0,0,0,7.88E-06
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,Invoice Data / Cloudability integration of usage data,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Cyber Security,,Cyber Security Account,,,,,,,USD,The first 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,Invoice Data / Cloudability integration of usage data,,,,,,,USD,$0.005 per 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.11 per GB-month of General Purpose SSD (gp2) provisioned storage - EU (Ireland),On-Demand,EU (Ireland),,,CreateVolume-Gp2,AmazonEC2,Amazon Elastic Compute Cloud,GB-Mo,eu-west-1,,,,,Usage,Storage,GbMonths,EU-EBS:VolumeUsage.gp2,General Purpose,0.039032258,0.039032258,0,0.039032258,0.11,0.039032258,0,0.354838709,0.039032258,0,0,0.039032258,0,0.354838709,0,0.039032258,0.11,0,0,0.039032258,0.11,0,0.354838709
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,0.00002 per paid event recorded in Canada (Central) region,On-Demand,Canada (Central),,,None,AWSCloudTrail,AWS CloudTrail,Events,ca-central-1,,,,,Usage,Events,Events,CAN1-PaidEventsRecorded,,0.03368,0.03368,0,0.03368,2.00E-05,0.03368,0,0,0.03368,0,0,0.03368,0,1684,0,0.03368,2.00E-05,0,0,0.03368,2.00E-05,0,1684
Amazon,Amazon,,,,,,,,,,,PaaS,,,,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USE1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002074733,0,0,0,0,0,0,0,0,0.002074733
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Invoice Data / Cloudability integration of usage data,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.005 per 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,0.0 per free event recorded in US East (Ohio) region,On-Demand,US East (Ohio),,,None,AWSCloudTrail,AWS CloudTrail,Events,us-east-2,,,,,Usage,Events,Events,USE2-FreeEventsRecorded,,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,1653
Amazon,Amazon,customerpromise-oms-st-st5-mc-oracle,,st5-mc-oracle,st,customerpromise,oms,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.03 per 10000 KMS requests in EU (Frankfurt),On-Demand,EU (Frankfurt),,,GetKeyPolicy,awskms,AWS Key Management Service,Requests,eu-central-1,,,,,Usage,API Request,Requests,eu-central-1-KMS-Requests,,1.80E-05,1.80E-05,0,1.80E-05,3.00E-06,1.80E-05,0,0,1.80E-05,0,0,1.80E-05,0,6,0,1.80E-05,3.00E-06,0,0,1.80E-05,3.00E-06,0,6
Amazon,Amazon,content-extractor-ec2 [perf 0.266.0],,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Singapore),On-Demand,EU (Ireland),,,PublicIP-In,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-APS1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E-06,0,0,0,0,0,0,0,0,1.35E-06
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Singapore),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-APS1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-07,0,0,0,0,0,0,0,0,1.68E-07
Amazon,Amazon,,,,,,,,,,,IaaS,Cyber Security,,Cyber Security Account,,,,,,,USD,$0.005 per Elastic IP address not attached to a running instance per hour (prorated),On-Demand,EU (Ireland),,,AssociateAddressVPC,AmazonEC2,Amazon Elastic Compute Cloud,Hrs,eu-west-1,,,,,Usage,IP Address,Unknown,EU-ElasticIP:IdleAddress,,0.12,0.12,0,0.119997797,0.004999908,0.12,0,0,0.12,0,0,0.12,0,24,0,0.12,0.005,0,0,0.12,0.005,0,24
Amazon,Amazon,kibana-elb prod 0.15.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from EU (London),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-EUW2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0,0,0,0,0,0,0,0,1.67E-05
Amazon,Amazon,,,,,,,,,,,IaaS,,,,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,devops,cd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,api-productcache-perf-chef,,chef,perf,platform,productcache,,,,,IaaS,DotCom,,Legacy product cache API,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,Linux,RunInstances,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,1.96E-06,1.96E-06,0,1.41E-06,0.06485865,1.96E-06,0,0,1.96E-06,0,0,1.96E-06,0,2.18E-05,0,1.96E-06,0.09,0,0,1.96E-06,0.09,0,2.18E-05
Amazon,Amazon,log-aggregation perf,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per GB - data transfer in per month,On-Demand,EU (Ireland),,,None,AmazonES,Amazon OpenSearch Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27E-04,0,0,0,0,0,0,0,0,6.27E-04
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,ReadLocation,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21E-05,0,0,0,0,0,0,0,0,5.21E-05
Amazon,Amazon,kibana-elb test 0.21.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from EU (London),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-EUW2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,1.59E-05
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,HeadBucket,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68E-05,0,0,0,0,0,0,0,0,5.68E-05
Amazon,Amazon,,,,,taf,bdd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Cyber Security,,Security Audit Data,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from US West (Northern California),On-Demand,EU (Ireland),,,PutObject,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,IO,BytesTransferred,EU-USW1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82E-05,0,0,0,0,0,0,0,0,1.82E-05
Amazon,Amazon,,,,,customerpromise,stocklocator,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,,,,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Mumbai),On-Demand,EU (Ireland),,,ReadACL,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-APS3-AWS-Out-Bytes,,3.11E-06,3.11E-06,0,3.11E-06,0.02,3.11E-06,0,0,3.11E-06,0,0,3.11E-06,0,1.55E-04,0,3.11E-06,0.02,0,0,3.11E-06,0.02,0,1.55E-04
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketPublicAccessBlock,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,5.46E-08,5.46E-08,0,3.94E-08,0.06485865,5.46E-08,0,0,5.46E-08,0,0,5.46E-08,0,6.07E-07,0,5.46E-08,0.09,0,0,5.46E-08,0.09,0,6.07E-07
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,Redundant account for switching between accounts,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,,,,,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketServerSideEncryption,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,2.15E-07,2.15E-07,0,1.55E-07,0.06485865,2.15E-07,0,0,2.15E-07,0,0,2.15E-07,0,2.39E-06,0,2.15E-07,0.09,0,0,2.15E-07,0.09,0,2.39E-06
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Redundant account for switching between accounts,,,,,,,USD,0.00002 per paid event recorded in Asia Pacific (Sydney) region,On-Demand,Asia Pacific (Sydney),,,None,AWSCloudTrail,AWS CloudTrail,Events,ap-southeast-2,,,,,Usage,Events,Events,APS2-PaidEventsRecorded,,0.02024,0.02024,0,0.02024,2.00E-05,0.02024,0,0,0.02024,0,0,0.02024,0,1012,0,0.02024,2.00E-05,0,0,0.02024,2.00E-05,0,1012
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketReplication,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,1.13E-07,1.13E-07,0,8.18E-08,0.06485865,1.13E-07,0,0,1.13E-07,0,0,1.13E-07,0,1.26E-06,0,1.13E-07,0.09,0,0,1.13E-07,0.09,0,1.26E-06
Amazon,Amazon,dev-env,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per GB - data transfer in per month,On-Demand,US West (Oregon),,Linux,RunInstances,AmazonEC2,Amazon Elastic Compute Cloud,GB,us-west-2,,,,,Usage,Data Transfer,BytesTransferred,USW2-DataTransfer-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549361,0,0,0,0,0,0,0,0,0.00549361
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,customerpromise-oms-st-dev1-agent&sterling,,dev1-agent&sterling,st,customerpromise,oms,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketServerSideEncryption,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,7.59E-06,7.59E-06,0,5.47E-06,0.06485865,7.59E-06,0,0,7.59E-06,0,0,7.59E-06,0,8.43E-05,0,7.59E-06,0.09,0,0,7.59E-06,0.09,0,8.43E-05
Amazon,Amazon,,,,,customerpromise,stocklocator,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadACL,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,1.17E-06,1.17E-06,0,8.45E-07,0.06485865,1.17E-06,0,0,1.17E-06,0,0,1.17E-06,0,1.30E-05,0,1.17E-06,0.09,0,0,1.17E-06,0.09,0,1.30E-05
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,,,,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,ReadBucketPolicyStatus,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-05,0,0,0,0,0,0,0,0,1.40E-05
