Seller,Vendor,NameTag,softwareTag,roleTag,stackTag,groupTag,projectTag,aws:cloudformation:stack-idTag,aws:cloudformation:stack-nameTag,aws:cloudformation:logical-idTag,aws:autoscaling:groupNameTag,Hosting TypeCategory,PortfolioAccountGroupValue,ClosingMonthAccountGroupValue,DescriptionAccountGroupValue,ProductAccountGroupValue,Product OwnerAccountGroupValue,AvailabilityZone,ClockSpeed,ContainerClusterName,ContainerNamespace,CurrencyCode,ItemDescription,LeaseType,Location,NormalizedInstanceType,OperatingSystem,Operation,ProductCode,ProductName,ProviderUnitOfMeasure,Region,SavingsPlanOfferingType,SavingsPlanPaymentOption,SavingsPlanPurchaseTerm,TaxType,NormalizedTransactionType,UsageFamily,UsageQuantityUnit,UsageType,VolumeType,AdjustedAmortizedCost,AdjustedCost,AmortizedCostAdjustment,BlendedCost,BlendedRate,Cost,CostAdjustment,CostGbMonths,GrossCost,NetUnblendedCost,NormalizationFactor,NormalizedAmortizedCost,NormalizedUsageAmount,NormalizedUsageQuantity,OnDemandUsageHours,PublicOnDemandCost,Rate,ReservationNetEffectiveCost,SavingsPlanNetEffectiveCost,UnBlendedCost,UnBlendedRate,UsageHours,UsageQuantity
Amazon,Amazon,devops-cd-prod-usermanager,,usermanager,prod,devops,cd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,ReadVersioningProps,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19E-05,0,0,0,0,0,0,0,0,1.19E-05
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from US West (Oregon),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USW2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-06,0,0,0,0,0,0,0,0,1.05E-06
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per request - HTTP or HTTPS under the global monthly free tier,On-Demand,United States,,,POST,AmazonCloudFront,Amazon CloudFront,Requests,,,,,,Usage,API Request,Requests,US-Requests-HTTP-Proxy,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,devops-cd-prod-jenkins-infra-elb,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,Invoice Data / Cloudability integration of usage data,,,,,,,USD,$0.022 per GB - next 450 TB / month of storage used,On-Demand,EU (Ireland),,,StandardStorage,AmazonS3,Amazon Simple Storage Service,GB-Mo,eu-west-1,,,,,Usage,Storage,GbMonths,EU-TimedStorage-ByteHrs,Standard,0.003072536,0.003072536,0,0.003169722,0.022695873,0.003072536,0,0.13966071,0.003072536,0,0,0.003072536,0,0.13966071,0,0.003072536,0.022,0,0,0.003072536,0.022,0,0.13966071
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,review and cancel,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Seoul),On-Demand,EU (Ireland),,,PutObject,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,IO,BytesTransferred,EU-APN2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,3.20E-05
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,0.0 per free event recorded in US West (N.California) region,On-Demand,US West (N. California),,,None,AWSCloudTrail,AWS CloudTrail,Events,us-west-1,,,,,Usage,Events,Events,USW1-FreeEventsRecorded,,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,1585
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,packer builder,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,On-Demand,EU (Ireland),,,PublicIP-Out,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Regional-Bytes,,5.78E-08,5.78E-08,0,5.78E-08,0.009992654,5.78E-08,0,0,5.78E-08,0,0,5.78E-08,0,5.80E-06,0,5.78E-08,0.01,0,0,5.78E-08,0.01,0,5.80E-06
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,Unused by customer promise team,Order Management,Steve Almashoor,,,,,USD,0.0 per free event recorded in US West (Oregon) region,On-Demand,US West (Oregon),,,None,AWSCloudTrail,AWS CloudTrail,Events,us-west-2,,,,,Usage,Events,Events,USW2-FreeEventsRecorded,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,customerpromise-stocklocator-perf-app-master,,app-master,perf,customerpromise,stocklocator,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Legacy product cache API,API Tribe,,,,,,USD,0.0 per free event recorded in EU (London) region,On-Demand,EU (London),,,None,AWSCloudTrail,AWS CloudTrail,Events,eu-west-2,,,,,Usage,Events,Events,EUW2-FreeEventsRecorded,,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,1641
Amazon,Amazon,authserver1476454417456,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-Out,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USE1-AWS-Out-Bytes,,2.45E-06,2.45E-06,0,2.45E-06,0.02,2.45E-06,0,0,2.45E-06,0,0,2.45E-06,0,1.22E-04,0,2.45E-06,0.02,0,0,2.45E-06,0.02,0,1.22E-04
Amazon,Amazon,,,,perf,customerpromise,sppd,,,,,IaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,devops-foods-prod-jenkins,,jenkins-master,all,foods,quantum,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.055 per 1 million I/O requests - EU (Ireland),On-Demand,EU (Ireland),,,EBS:IO-Write,AmazonEC2,Amazon Elastic Compute Cloud,IOs,eu-west-1,,,,,Usage,IO,IoRequests,EU-EBS:VolumeIOUsage,,0.05499681,0.05499681,0,0.05499681,5.50E-08,0.05499681,0,0,0.05499681,0,0,0.05499681,0,999942,0,0.05499681,5.50E-08,0,0,0.05499681,5.50E-08,0,999942
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.03 per 10000 KMS requests in Asia Pacific (Singapore),On-Demand,Asia Pacific (Singapore),,,ListKeys,awskms,AWS Key Management Service,Requests,ap-southeast-1,,,,,Usage,API Request,Requests,ap-southeast-1-KMS-Requests,,1.17E-04,1.17E-04,0,1.17E-04,3.00E-06,1.17E-04,0,0,1.17E-04,0,0,1.17E-04,0,39,0,1.17E-04,3.00E-06,0,0,1.17E-04,3.00E-06,0,39
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,0.00002 per paid event recorded in EU (London) region,On-Demand,EU (London),,,None,AWSCloudTrail,AWS CloudTrail,Events,eu-west-2,,,,,Usage,Events,Events,EUW2-PaidEventsRecorded,,0.03684,0.03684,0,0.03684,2.00E-05,0.03684,0,0,0.03684,0,0,0.03684,0,1842,0,0.03684,2.00E-05,0,0,0.03684,2.00E-05,0,1842
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Redundant account for switching between accounts,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,pi-plt-prod-nat,,nat,prod,pi,plt,,,,,IaaS,,,,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia),On-Demand,EU (Ireland),,,PublicIP-In,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USE1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-08,0,0,0,0,0,0,0,0,4.10E-08
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0 for AWS Glue Data Catalog storage under the free tier,On-Demand,EU (Ireland),,,Storage,AWSGlue,AWS Glue,Obj-Month,eu-west-1,,,,,Usage,Storage,Unknown,EU-Catalog-Storage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0,0,0,0.096774194
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.000 per request - HTTP or HTTPS under the global monthly free tier,On-Demand,Australia,,,GET,AmazonCloudFront,Amazon CloudFront,Requests,,,,,,Usage,API Request,Requests,AU-Requests-Tier2-HTTPS,,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,61
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,devops,cd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,shopping,fear,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,customerpromise-stocklocator-perf-app-slave1,,app-slave1,perf,customerpromise,stocklocator,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadLogProps,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,2.18E-07,2.18E-07,0,1.58E-07,0.06485865,2.18E-07,0,0,2.18E-07,0,0,2.18E-07,0,2.42E-06,0,2.18E-07,0.09,0,0,2.18E-07,0.09,0,2.42E-06
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,ReadLogProps,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0,0,0,0,0,0,0,0,1.49E-05
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from EU (London),On-Demand,EU (Ireland),,,PutObject,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,IO,BytesTransferred,EU-EUW2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-04,0,0,0,0,0,0,0,0,5.05E-04
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,kibana-elb test 0.21.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from EU (Germany),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-In,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-EUC1-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68E-06,0,0,0,0,0,0,0,0,7.68E-06
Amazon,Amazon,monitoring-elb prod 0.84.0,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to EU (Germany),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-Out,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-EUC1-AWS-Out-Bytes,,3.26E-05,3.26E-05,0,3.26E-05,0.02,3.26E-05,0,0,3.26E-05,0,0,3.26E-05,0,0.001632327,0,3.26E-05,0.02,0,0,3.26E-05,0.02,0,0.001632327
Amazon,Amazon,storefinder-new,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-Out,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USE1-AWS-Out-Bytes,,4.49E-06,4.49E-06,0,4.49E-06,0.02,4.49E-06,0,0,4.49E-06,0,0,4.49E-06,0,2.25E-04,0,4.49E-06,0.02,0,0,4.49E-06,0.02,0,2.25E-04
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Redundant account for switching between accounts,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Legacy product cache API,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.03 per 10000 KMS requests in Asia Pacific (Mumbai),On-Demand,Asia Pacific (Mumbai),,,DescribeKey,awskms,AWS Key Management Service,Requests,ap-south-1,,,,,Usage,API Request,Requests,ap-south-1-KMS-Requests,,1.80E-05,1.80E-05,0,1.32E-05,2.20E-06,1.80E-05,0,0,1.80E-05,0,0,1.80E-05,0,6,0,1.80E-05,3.00E-06,0,0,1.80E-05,3.00E-06,0,6
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$3.00 per Dashboard per Month,On-Demand,Any,,,DashboardHour,AmazonCloudWatch,AmazonCloudWatch,Dashboards,global,,,,,Usage,Dashboard,Hour,DashboardsUsageHour-Basic,,1.862903229,1.862903229,0,1.630703518,2.626068,1.862903229,0,0,1.862903229,0,0,1.862903229,0,0.620967743,0,1.862903229,3,0,0,1.862903229,3,0,0.620967743
Amazon,Amazon,,,,,,,,,,,PaaS,,,,,,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,customerpromise-storecollections-perf-db-backup-50,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,Unused by customer promise team,Order Management,Steve Almashoor,,,,,USD,0.0 per free event recorded in US West (Oregon) region,On-Demand,US West (Oregon),,,None,AWSCloudTrail,AWS CloudTrail,Events,us-west-2,,,,,Usage,Events,Events,USW2-FreeEventsRecorded,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadLogProps,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,2.18E-07,2.18E-07,0,1.58E-07,0.06485865,2.18E-07,0,0,2.18E-07,0,0,2.18E-07,0,2.42E-06,0,2.18E-07,0.09,0,0,2.18E-07,0.09,0,2.42E-06
Amazon,Amazon,,,,,customerpromise,storecollections,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ListTopics,AmazonSNS,Amazon Simple Notification Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,1.54E-07,1.54E-07,0,1.11E-07,0.06485865,1.54E-07,0,0,1.54E-07,0,0,1.54E-07,0,1.71E-06,0,1.54E-07,0.09,0,0,1.54E-07,0.09,0,1.71E-06
Amazon,Amazon,,,,,customerpromise,storecollections,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,authserver1476454417456,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,On-Demand,EU (Ireland),,,PublicIP-In,AmazonEC2,Amazon Elastic Compute Cloud,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Regional-Bytes,,7.13E-04,7.13E-04,0,7.13E-04,0.009992654,7.13E-04,0,0,7.13E-04,0,0,7.13E-04,0,0.071310017,0,7.13E-04,0.01,0,0,7.13E-04,0.01,0,0.071310017
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,devops-cd-stage-ldap-testad,,ldap,stage,devops,cd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.03 per 10000 KMS requests in US East (N. Virginia),On-Demand,US East (N. Virginia),,,DescribeCustomKeyStores,awskms,AWS Key Management Service,Requests,us-east-1,,,,,Usage,API Request,Requests,us-east-1-KMS-Requests,,1.80E-05,1.80E-05,0,1.80E-05,3.00E-06,1.80E-05,0,0,1.80E-05,0,0,1.80E-05,0,6,0,1.80E-05,3.00E-06,0,0,1.80E-05,3.00E-06,0,6
Amazon,Amazon,customerpromise-sppd-dev-app,,app,dev,customerpromise,sppd,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,First 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Cyber Security,,Security Audit Data,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Food,,Quantum Development VMs,,Andrew Goslin,,,,,USD,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,On-Demand,EU (Ireland),,,ReadBucketPolicy,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-DataTransfer-Out-Bytes,,2.09E-07,2.09E-07,0,1.50E-07,0.06485865,2.09E-07,0,0,2.09E-07,0,0,2.09E-07,0,2.32E-06,0,2.09E-07,0.09,0,0,2.09E-07,0.09,0,2.32E-06
Amazon,Amazon,,,,,,,,,,,PaaS,DotCom,,Dotcom APIs,API Tribe,,,,,,USD,First 5GB per month of log data delivered to S3 is free,On-Demand,EU (Ireland),,,LogDelivery,AmazonCloudWatch,AmazonCloudWatch,GB,eu-west-1,,,,,Usage,Data Transfer,Unknown,EU-S3-Egress-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017635745,0,0,0,0,0,0,0,0,0.017635745
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,Mar-22,SPPD (BOSS),Order Management,Steve Almashoor,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Seoul),On-Demand,EU (Ireland),,,PutObject,AmazonS3,Amazon Simple Storage Service,GB,eu-west-1,,,,,Usage,IO,BytesTransferred,EU-APN2-AWS-In-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-04,0,0,0,0,0,0,0,0,8.53E-04
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Customer & Loyalty,,Loyalty Services / Sparks,,,,,,,USD,$0.02 per GB - EU (Ireland) data transfer to US West (Northern California),On-Demand,EU (Ireland),,,LoadBalancing-PublicIP-Out,AWSELB,Elastic Load Balancing,GB,eu-west-1,,,,,Usage,Data Transfer,BytesTransferred,EU-USW1-AWS-Out-Bytes,,2.92E-08,2.92E-08,0,2.92E-08,0.02,2.92E-08,0,0,2.92E-08,0,0,2.92E-08,0,1.45E-06,0,2.92E-08,0.02,0,0,2.92E-08,0.02,0,1.45E-06
Amazon,Amazon,,,,,,,,,,,IaaS,Shared Services,,CI/CD Tools For All AWS Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Legacy product cache API,API Tribe,,,,,,USD,$0.000 per GB - data transfer out under the monthly global free tier,On-Demand,US East (N. Virginia),,,ReadVersioningProps,AmazonS3,Amazon Simple Storage Service,GB,us-east-1,,,,,Usage,Data Transfer,BytesTransferred,DataTransfer-Out-Bytes,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-05,0,0,0,0,0,0,0,0,1.39E-05
Amazon,Amazon,,,,,,,,,,,IaaS,DotCom,,Legacy product cache API,API Tribe,,,,,,USD,$0.004 per 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,Amazon,,,,,,,,,,,PaaS,Shared Services,,Used to login to AWS accounts,,,,,,,USD,$0.055 per hour for a small directory in the EU (Ireland) region,On-Demand,EU (Ireland),,,Hourly,AWSDirectoryService,AWS Directory Service,Hrs,eu-west-1,,,,,Usage,Managed Services,Unknown,EU-Small-Directory-Usage,,1.3494415,1.3494415,0,1.3494415,0.055,1.3494415,0,0,1.3494415,0,0,1.3494415,0,24.5353,0,1.3494415,0.055,0,0,1.3494415,0.055,0,24.5353
